,file,start_time,end_time,Cheer,A,Check,B,K,C,Chits,D,J,G,E
529,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_3_trim.WAV,27.0,30.0,False,0,False,False,False,0,False,0,False,False,0
530,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_3_trim.WAV,30.0,33.0,False,0,False,False,False,0,False,0,False,False,0
531,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_3_trim.WAV,33.0,36.0,False,0,False,False,False,0,False,0,False,False,0
532,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_3_trim.WAV,36.0,39.0,False,0,False,False,False,0,False,0,False,False,0
533,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_3_trim.WAV,39.0,42.0,False,0,True,False,False,0,False,0,False,False,0
534,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_3_trim.WAV,42.0,45.0,False,0,True,False,False,0,False,0,False,False,0
535,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_3_trim.WAV,45.0,48.0,False,0,True,False,False,0,False,0,False,False,0
536,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_3_trim.WAV,48.0,51.0,False,0,True,False,False,0,False,0,False,False,0
537,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_3_trim.WAV,51.0,54.0,False,0,True,False,False,0,False,0,False,False,0
538,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_3_trim.WAV,54.0,57.0,False,0,True,False,False,0,False,0,False,False,0
539,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_3_trim.WAV,57.0,60.0,False,0,True,False,False,0,False,0,False,False,0
560,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,0.0,3.0,False,0,False,False,False,0,True,0,False,False,0
561,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,3.0,6.0,False,0,False,False,False,0,False,0,False,False,0
562,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,6.0,9.0,False,0,False,False,False,0,True,0,False,False,0
563,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,9.0,12.0,False,0,False,False,False,0,False,0,False,False,0
564,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,12.0,15.0,False,0,False,False,False,0,False,0,False,False,0
565,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,15.0,18.0,False,0,False,False,False,0,False,0,False,False,0
566,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,18.0,21.0,False,0,False,False,False,0,True,0,False,False,0
567,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,21.0,24.0,False,0,False,False,False,0,True,0,False,False,0
568,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,24.0,27.0,False,0,False,False,False,0,True,0,False,False,0
569,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,27.0,30.0,False,0,False,False,False,0,False,0,False,False,0
570,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,30.0,33.0,False,0,False,False,False,0,True,0,False,False,0
571,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,33.0,36.0,False,0,False,False,False,0,True,0,False,False,0
572,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,36.0,39.0,False,0,False,False,False,0,True,0,False,False,0
573,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,39.0,42.0,False,0,False,False,False,0,True,0,False,False,0
574,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,42.0,45.0,False,0,False,False,False,0,True,0,False,False,0
575,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,45.0,48.0,False,0,False,False,False,0,True,0,False,False,0
576,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,48.0,51.0,False,0,False,False,False,0,True,0,False,False,0
577,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,51.0,54.0,False,0,False,False,False,0,True,0,False,False,0
578,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,54.0,57.0,False,0,False,False,False,0,False,0,False,False,0
579,/mnt/class_data/Shelby/One_Minute_Audio/RC02_Trial_2_trim.WAV,57.0,60.0,False,0,False,False,False,0,True,0,False,False,0
580,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,0.0,3.0,False,1,False,False,False,0,False,0,False,False,0
581,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,3.0,6.0,False,1,False,False,False,0,False,0,False,False,0
582,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,6.0,9.0,False,1,False,False,False,0,False,0,False,False,0
583,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,9.0,12.0,False,1,False,False,False,0,False,0,False,False,0
584,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,12.0,15.0,True,0,False,False,False,0,False,0,False,False,0
585,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,15.0,18.0,True,0,False,False,False,0,False,0,False,False,0
586,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,18.0,21.0,True,0,False,False,False,0,False,0,False,False,0
587,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,21.0,24.0,True,1,False,False,False,0,False,0,False,False,0
588,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,24.0,27.0,False,1,True,False,False,0,False,0,False,False,0
589,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,27.0,30.0,True,1,True,False,False,0,False,0,False,False,0
590,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,30.0,33.0,True,0,True,False,False,0,False,0,False,False,0
591,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,33.0,36.0,True,0,False,False,False,0,False,0,False,False,0
592,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,36.0,39.0,True,0,True,False,False,0,False,0,False,False,0
593,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,39.0,42.0,True,0,False,False,False,0,False,0,False,False,0
594,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,42.0,45.0,True,0,True,False,False,0,False,0,False,False,0
595,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,45.0,48.0,True,0,False,False,False,0,False,0,False,False,0
596,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,48.0,51.0,True,0,False,False,False,0,False,0,False,False,0
597,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,51.0,54.0,True,1,False,False,False,0,False,0,False,False,0
598,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,54.0,57.0,False,1,False,False,False,0,False,0,False,False,0
599,/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_1_trim.WAV,57.0,60.0,True,1,False,False,False,0,False,0,False,False,0
600,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,0.0,3.0,True,0,True,False,False,0,False,0,False,False,0
601,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,3.0,6.0,False,0,True,False,False,0,False,0,False,False,0
602,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,6.0,9.0,True,0,True,False,False,0,False,0,False,False,0
603,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,9.0,12.0,True,0,False,False,False,0,False,0,False,False,0
604,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,12.0,15.0,False,0,True,False,False,0,False,0,False,False,0
605,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,15.0,18.0,False,0,False,False,False,0,False,0,False,False,0
606,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,18.0,21.0,False,0,False,False,False,0,False,0,False,False,0
607,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,21.0,24.0,False,0,False,False,False,0,False,0,False,False,0
608,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,24.0,27.0,True,0,False,False,False,0,False,0,False,False,0
609,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,27.0,30.0,False,0,False,False,False,0,False,0,False,False,0
610,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,30.0,33.0,False,0,True,False,False,0,False,0,False,False,0
611,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,33.0,36.0,False,0,True,False,False,0,True,0,False,False,0
612,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,36.0,39.0,False,0,True,False,False,0,False,0,False,False,0
613,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,39.0,42.0,False,0,True,False,False,0,False,0,False,False,0
614,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,42.0,45.0,False,0,False,False,False,0,False,0,False,False,0
615,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,45.0,48.0,False,0,False,False,False,0,False,0,False,False,0
616,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,48.0,51.0,False,0,True,False,False,0,True,0,False,False,0
617,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,51.0,54.0,False,0,True,False,False,0,False,0,False,False,0
618,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,54.0,57.0,False,0,True,False,False,0,False,0,False,False,0
619,/mnt/class_data/Shelby/One_Minute_Audio/SL02_Trial_2_trim.WAV,57.0,60.0,False,0,True,False,False,0,False,0,False,False,0
680,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,0.0,3.0,False,0,True,False,False,0,False,0,False,False,0
681,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,3.0,6.0,False,0,False,True,False,0,False,0,False,False,0
682,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,6.0,9.0,False,0,False,True,False,0,False,0,False,False,0
683,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,9.0,12.0,False,0,False,True,False,0,False,0,False,False,0
684,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,12.0,15.0,False,0,False,False,False,0,False,0,False,False,0
685,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,15.0,18.0,False,0,True,True,False,0,False,0,False,False,0
686,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,18.0,21.0,False,0,False,False,False,0,False,0,False,False,0
687,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,21.0,24.0,False,0,False,True,False,0,False,0,False,False,0
688,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,24.0,27.0,False,0,False,True,False,0,False,0,False,False,0
689,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,27.0,30.0,False,0,True,True,False,0,False,0,False,False,0
690,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,30.0,33.0,False,0,True,True,False,0,False,0,False,False,0
691,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,33.0,36.0,False,0,False,False,False,0,True,0,False,False,0
692,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,36.0,39.0,False,0,False,True,False,0,True,0,False,False,0
693,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,39.0,42.0,False,0,False,False,False,0,False,0,False,False,0
694,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,42.0,45.0,False,0,False,True,False,0,False,0,False,False,0
695,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,45.0,48.0,False,0,True,True,False,0,False,0,False,False,0
696,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,48.0,51.0,False,0,True,False,False,0,False,0,False,False,0
697,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,51.0,54.0,False,0,True,True,False,0,False,0,False,False,0
698,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,54.0,57.0,False,0,True,True,False,0,False,0,False,False,0
699,/mnt/class_data/Shelby/One_Minute_Audio/SL54_Trial_1_trim.WAV,57.0,60.0,False,0,True,False,False,0,False,0,False,False,0
720,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,0.0,3.0,True,0,True,False,False,0,False,0,False,False,0
721,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,3.0,6.0,True,0,True,False,False,0,False,0,False,False,0
722,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,6.0,9.0,True,0,False,False,False,0,False,0,False,False,0
723,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,9.0,12.0,True,0,True,False,False,0,False,0,False,False,0
724,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,12.0,15.0,False,0,True,False,False,0,False,0,False,False,0
725,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,15.0,18.0,True,0,True,False,False,0,False,0,False,False,0
726,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,18.0,21.0,True,0,True,False,False,0,False,0,False,False,0
727,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,21.0,24.0,True,0,True,False,False,0,False,0,False,False,0
728,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,24.0,27.0,True,0,True,False,False,0,False,0,False,False,0
729,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,27.0,30.0,True,0,False,False,False,0,False,0,False,False,0
730,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,30.0,33.0,False,0,True,False,False,0,False,0,False,False,0
731,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,33.0,36.0,True,0,True,False,False,0,False,0,False,False,0
732,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,36.0,39.0,True,0,True,False,False,0,False,0,False,False,0
733,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,39.0,42.0,True,0,True,False,False,0,False,0,False,False,0
734,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,42.0,45.0,True,0,False,False,False,0,False,0,False,False,0
735,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,45.0,48.0,True,0,True,False,False,0,False,0,False,False,0
736,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,48.0,51.0,True,0,True,False,False,0,False,0,False,False,0
737,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,51.0,54.0,True,0,True,False,False,0,False,0,False,False,0
738,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,54.0,57.0,True,0,True,False,False,0,False,0,False,False,0
739,/mnt/class_data/Shelby/One_Minute_Audio/AZ02_Trial_3_trim.WAV,57.0,60.0,True,0,False,False,False,0,False,0,False,False,0
740,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,0.0,3.0,False,0,True,False,False,0,False,0,False,False,0
741,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,3.0,6.0,False,0,True,False,False,0,False,0,False,False,0
742,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,6.0,9.0,False,0,True,False,False,0,False,0,False,False,0
743,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,9.0,12.0,False,0,True,False,False,0,False,0,False,False,0
744,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,12.0,15.0,False,0,True,False,False,0,False,0,False,False,0
745,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,15.0,18.0,False,0,True,False,False,0,False,0,False,False,0
746,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,18.0,21.0,False,0,False,False,False,0,False,0,False,False,0
747,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,21.0,24.0,False,0,False,False,False,0,False,0,False,False,0
748,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,24.0,27.0,True,0,False,False,False,0,False,0,False,False,0
749,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,27.0,30.0,False,0,False,False,False,0,False,0,False,False,0
750,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,30.0,33.0,True,0,False,False,False,0,False,0,False,False,0
751,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,33.0,36.0,True,0,True,False,False,0,False,0,False,False,0
752,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,36.0,39.0,False,0,False,False,False,0,False,0,False,False,0
753,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,39.0,42.0,False,0,False,False,False,0,False,0,False,False,0
754,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,42.0,45.0,False,0,False,False,False,0,False,0,False,False,0
755,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,45.0,48.0,False,0,False,False,False,0,False,0,False,False,0
756,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,48.0,51.0,False,0,False,False,False,0,False,0,False,False,0
757,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,51.0,54.0,False,0,False,False,False,0,False,0,False,False,0
758,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,54.0,57.0,False,0,True,False,False,0,False,0,False,False,0
759,/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_3_trim.WAV,57.0,60.0,False,0,False,False,False,0,True,0,False,False,0
760,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,0.0,3.0,False,0,False,False,False,0,False,0,False,False,0
761,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,3.0,6.0,False,0,True,False,False,0,False,0,False,False,0
762,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,6.0,9.0,False,0,True,False,False,0,False,0,False,False,0
763,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,9.0,12.0,False,0,True,False,False,0,False,0,False,False,0
764,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,12.0,15.0,False,0,True,False,False,0,False,0,False,False,0
765,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,15.0,18.0,False,0,True,False,False,0,False,0,False,False,0
766,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,18.0,21.0,False,0,True,False,False,0,False,0,False,False,0
767,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,21.0,24.0,False,0,True,False,False,0,False,0,False,False,0
768,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,24.0,27.0,False,0,True,False,False,0,False,0,False,False,0
769,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,27.0,30.0,False,0,True,False,False,0,False,0,False,False,0
770,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,30.0,33.0,True,0,True,False,False,0,False,0,False,False,0
771,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,33.0,36.0,False,0,True,False,False,0,False,0,False,False,0
772,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,36.0,39.0,False,0,True,False,False,0,False,0,False,False,0
773,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,39.0,42.0,False,0,True,False,False,0,False,0,False,False,0
774,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,42.0,45.0,False,0,True,False,False,0,False,0,False,False,0
775,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,45.0,48.0,False,0,True,False,False,0,False,0,False,False,0
776,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,48.0,51.0,False,0,True,False,False,0,False,0,False,False,0
777,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,51.0,54.0,False,0,True,False,False,0,False,0,False,False,0
778,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,54.0,57.0,False,0,True,False,False,0,False,0,False,False,0
779,/mnt/class_data/Shelby/One_Minute_Audio/SL52_Trial_1_trim.WAV,57.0,60.0,False,0,True,False,False,0,False,0,False,False,0
820,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,0.0,3.0,False,0,True,False,False,0,False,0,False,False,0
821,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,3.0,6.0,False,0,True,False,False,0,False,0,False,False,0
822,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,6.0,9.0,False,0,True,False,False,0,False,0,False,False,0
823,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,9.0,12.0,False,0,True,False,False,0,False,0,False,False,0
824,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,12.0,15.0,False,0,True,False,False,0,False,0,False,False,0
825,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,15.0,18.0,False,0,True,False,False,0,False,0,False,False,0
826,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,18.0,21.0,False,0,True,False,False,0,False,0,False,False,0
827,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,21.0,24.0,False,0,True,False,False,0,False,0,False,False,0
828,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,24.0,27.0,False,0,True,False,False,0,False,0,False,False,0
829,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,27.0,30.0,False,0,True,False,False,0,False,0,False,False,0
830,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,30.0,33.0,False,0,True,False,False,0,False,0,False,False,0
831,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,33.0,36.0,True,0,True,False,False,0,False,0,False,False,0
832,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,36.0,39.0,True,0,True,False,False,0,False,0,False,False,0
833,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,39.0,42.0,True,0,True,False,False,0,False,0,False,False,0
834,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,42.0,45.0,False,0,True,False,False,0,False,0,False,False,0
835,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,45.0,48.0,False,0,True,False,False,0,True,0,False,False,0
836,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,48.0,51.0,True,0,True,False,False,0,False,0,False,False,0
837,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,51.0,54.0,True,0,True,False,False,0,False,0,False,False,0
838,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,54.0,57.0,False,0,True,False,False,0,False,0,False,False,0
839,/mnt/class_data/Shelby/One_Minute_Audio/SL30_Trial_3_trim.WAV,57.0,60.0,False,0,True,False,False,0,False,0,False,False,0
860,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,0.0,3.0,True,0,False,False,False,0,False,1,False,False,0
861,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,3.0,6.0,True,0,False,False,False,0,False,1,False,False,0
862,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,6.0,9.0,True,0,False,False,False,0,False,0,False,False,0
863,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,9.0,12.0,True,0,False,False,False,0,False,0,False,False,0
864,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,12.0,15.0,False,0,False,False,False,0,False,1,False,False,0
865,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,15.0,18.0,True,0,False,False,False,0,False,0,False,False,1
866,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,18.0,21.0,True,0,False,False,False,0,False,0,False,False,1
867,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,21.0,24.0,True,0,False,False,False,0,False,0,False,False,1
868,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,24.0,27.0,True,0,False,False,False,0,False,0,False,False,1
869,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,27.0,30.0,False,0,False,False,False,0,False,0,False,False,1
870,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,30.0,33.0,True,0,False,False,False,0,False,0,False,False,1
871,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,33.0,36.0,True,0,False,False,False,0,False,0,False,False,1
872,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,36.0,39.0,True,0,False,False,False,0,False,0,False,False,1
873,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,39.0,42.0,True,0,False,False,False,0,False,0,False,False,1
874,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,42.0,45.0,True,0,False,False,False,0,False,0,False,False,1
875,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,45.0,48.0,True,0,False,False,False,0,False,0,False,False,1
876,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,48.0,51.0,False,0,False,False,False,0,False,0,False,False,1
877,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,51.0,54.0,True,0,False,False,False,0,False,0,False,False,1
878,/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_1_trim.WAV,54.0,57.0,True,0,False,False,False,0,False,0,False,False,1
