Selection,View,Channel,begin_time_s,end_time_s,low_freq_hz,high_freq_hz,delta_time_s,call_type,selection_fpath,file_id,channel_is_one,NestID,Site,Date,Time,Model,Stage,NestAge,NestlingAge,Trial,Weather,wav_fpath,wav_fname,has_wav,has_metadata
7,Waveform 1,1,4.282802358,4.407358131,2277.68,5188.049,0.1246,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
7,Spectrogram 1,1,4.282802358,4.407358131,2277.68,5188.049,0.1246,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
8,Waveform 1,1,5.509197664,5.638544044,3163.445,5609.842,0.1293,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
8,Spectrogram 1,1,5.509197664,5.638544044,3163.445,5609.842,0.1293,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
9,Waveform 1,1,7.585905656,7.667345969,2277.68,5272.408,0.0814,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
9,Spectrogram 1,1,7.585905656,7.667345969,2277.68,5272.408,0.0814,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
3,Waveform 1,1,8.013925818,9.067859284,1265.378,23409.49,1.0539,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
3,Spectrogram 1,1,8.013925818,9.067859284,1265.378,23409.49,1.0539,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
10,Waveform 1,1,10.97765517,11.13574519,1940.246,5103.691,0.1581,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
10,Spectrogram 1,1,10.97765517,11.13574519,1940.246,5103.691,0.1581,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
11,Waveform 1,1,21.64737173,21.75276508,1096.661,15521.968,0.1054,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
11,Spectrogram 1,1,21.64737173,21.75276508,1096.661,15521.968,0.1054,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
12,Waveform 1,1,26.35362907,26.46860363,1096.661,14383.128,0.115,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
12,Spectrogram 1,1,26.35362907,26.46860363,1096.661,14383.128,0.115,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
4,Waveform 1,1,27.0201052,27.38419131,1391.916,16871.705,0.3641,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
4,Spectrogram 1,1,27.0201052,27.38419131,1391.916,16871.705,0.3641,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
13,Waveform 1,1,27.42193436,27.55128074,1560.633,17588.752,0.1293,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
13,Spectrogram 1,1,27.42193436,27.55128074,1560.633,17588.752,0.1293,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
5,Waveform 1,1,40.3724734,41.33538534,1687.17,21384.886,0.9629,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
5,Spectrogram 1,1,40.3724734,41.33538534,1687.17,21384.886,0.9629,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
14,Waveform 1,1,45.9507962,46.04181772,1138.84,17124.78,0.091,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
14,Spectrogram 1,1,45.9507962,46.04181772,1138.84,17124.78,0.091,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
15,Waveform 1,1,50.5596779,50.65549003,1265.378,19402.46,0.0958,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
15,Spectrogram 1,1,50.5596779,50.65549003,1265.378,19402.46,0.0958,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
6,Waveform 1,1,50.64466112,51.24348695,1391.916,19950.791,0.5988,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
6,Spectrogram 1,1,50.64466112,51.24348695,1391.916,19950.791,0.5988,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
16,Waveform 1,1,64.2568834,64.33832371,801.406,13708.26,0.0814,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
16,Spectrogram 1,1,64.2568834,64.33832371,801.406,13708.26,0.0814,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
17,Waveform 1,1,65.58867205,66.19228849,1349.736,18938.489,0.6036,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
17,Spectrogram 1,1,65.58867205,66.19228849,1349.736,18938.489,0.6036,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
19,Waveform 1,1,70.71179855,70.81240129,1054.482,14678.383,0.1006,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
19,Spectrogram 1,1,70.71179855,70.81240129,1054.482,14678.383,0.1006,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
20,Waveform 1,1,74.13887753,74.23948027,1476.274,14003.515,0.1006,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
20,Spectrogram 1,1,74.13887753,74.23948027,1476.274,14003.515,0.1006,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
21,Waveform 1,1,76.51501844,76.62520239,1687.17,14762.742,0.1102,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
21,Spectrogram 1,1,76.51501844,76.62520239,1687.17,14762.742,0.1102,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
22,Waveform 1,1,76.629993,77.28630611,1560.633,18137.083,0.6563,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
22,Spectrogram 1,1,76.629993,77.28630611,1560.633,18137.083,0.6563,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 2_trim.Table.1.selections.txt,AZ08_Trial_2_trim,True,AZ08,Talking Waters,5/12/2025,9:28:00,ScrubJay,Inc,7,,2,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 2_trim.WAV,AZ08 Trial 2_trim.WAV,True,True
1,Spectrogram 1,1,2.482664142,2.563951918,1374.046,12274.809,0.0813,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 3_trim.Table.1.selections.txt,AZ08_Trial_3_trim,True,AZ08,Talking Waters,5/12/2025,10:34:00,Cowbird,Inc,7,,3,rain,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 3_trim.WAV,AZ08 Trial 3_trim.WAV,True,True
2,Spectrogram 1,1,4.404123743,4.502346472,1374.046,15847.328,0.0982,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 3_trim.Table.1.selections.txt,AZ08_Trial_3_trim,True,AZ08,Talking Waters,5/12/2025,10:34:00,Cowbird,Inc,7,,3,rain,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 3_trim.WAV,AZ08 Trial 3_trim.WAV,True,True
3,Spectrogram 1,1,4.6005692,4.688630957,1648.855,18320.611,0.0881,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 3_trim.Table.1.selections.txt,AZ08_Trial_3_trim,True,AZ08,Talking Waters,5/12/2025,10:34:00,Cowbird,Inc,7,,3,rain,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 3_trim.WAV,AZ08 Trial 3_trim.WAV,True,True
4,Spectrogram 1,1,4.746209798,4.851206508,1099.237,20244.275,0.105,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 3_trim.Table.1.selections.txt,AZ08_Trial_3_trim,True,AZ08,Talking Waters,5/12/2025,10:34:00,Cowbird,Inc,7,,3,rain,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 3_trim.WAV,AZ08 Trial 3_trim.WAV,True,True
5,Spectrogram 1,1,6.748245721,6.84646845,1644.991,14383.128,0.0982,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 3_trim.Table.1.selections.txt,AZ08_Trial_3_trim,True,AZ08,Talking Waters,5/12/2025,10:34:00,Cowbird,Inc,7,,3,rain,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 3_trim.WAV,AZ08 Trial 3_trim.WAV,True,True
6,Spectrogram 1,1,7.984497306,8.079333044,1476.274,9152.9,0.0948,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 3_trim.Table.1.selections.txt,AZ08_Trial_3_trim,True,AZ08,Talking Waters,5/12/2025,10:34:00,Cowbird,Inc,7,,3,rain,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 3_trim.WAV,AZ08 Trial 3_trim.WAV,True,True
7,Spectrogram 1,1,9.335519431,9.440516141,1518.453,8267.135,0.105,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 3_trim.Table.1.selections.txt,AZ08_Trial_3_trim,True,AZ08,Talking Waters,5/12/2025,10:34:00,Cowbird,Inc,7,,3,rain,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 3_trim.WAV,AZ08 Trial 3_trim.WAV,True,True
8,Spectrogram 1,1,9.884211915,9.975660663,1855.888,9827.768,0.0914,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 3_trim.Table.1.selections.txt,AZ08_Trial_3_trim,True,AZ08,Talking Waters,5/12/2025,10:34:00,Cowbird,Inc,7,,3,rain,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 3_trim.WAV,AZ08 Trial 3_trim.WAV,True,True
9,Spectrogram 1,1,10.25678089,10.35500362,1518.453,12864.675,0.0982,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 3_trim.Table.1.selections.txt,AZ08_Trial_3_trim,True,AZ08,Talking Waters,5/12/2025,10:34:00,Cowbird,Inc,7,,3,rain,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 3_trim.WAV,AZ08 Trial 3_trim.WAV,True,True
10,Spectrogram 1,1,10.7953124,10.86982619,1855.888,11641.476,0.0745,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 3_trim.Table.1.selections.txt,AZ08_Trial_3_trim,True,AZ08,Talking Waters,5/12/2025,10:34:00,Cowbird,Inc,7,,3,rain,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 3_trim.WAV,AZ08 Trial 3_trim.WAV,True,True
11,Spectrogram 1,1,11.944646,12.04964271,1602.812,11852.373,0.105,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 3_trim.Table.1.selections.txt,AZ08_Trial_3_trim,True,AZ08,Talking Waters,5/12/2025,10:34:00,Cowbird,Inc,7,,3,rain,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 3_trim.WAV,AZ08 Trial 3_trim.WAV,True,True
12,Spectrogram 1,1,13.3197642,13.43830887,2108.963,11894.552,0.1185,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 3_trim.Table.1.selections.txt,AZ08_Trial_3_trim,True,AZ08,Talking Waters,5/12/2025,10:34:00,Cowbird,Inc,7,,3,rain,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 3_trim.WAV,AZ08 Trial 3_trim.WAV,True,True
13,Spectrogram 1,1,14.89422027,15.00599096,2024.605,12105.448,0.1118,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 3_trim.Table.1.selections.txt,AZ08_Trial_3_trim,True,AZ08,Talking Waters,5/12/2025,10:34:00,Cowbird,Inc,7,,3,rain,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 3_trim.WAV,AZ08 Trial 3_trim.WAV,True,True
14,Spectrogram 1,1,17.05544433,17.15366705,1476.274,8351.494,0.0982,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\AZ08 Trial 3_trim.Table.1.selections.txt,AZ08_Trial_3_trim,True,AZ08,Talking Waters,5/12/2025,10:34:00,Cowbird,Inc,7,,3,rain,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\AZ08 Trial 3_trim.WAV,AZ08 Trial 3_trim.WAV,True,True
